keep,B_10_MIN_BLOCK,B_AGE_CODE,B_REGION,B_BAND_SIZE_CODE,B_BAND_STATUS_CODE,B_BAND_TYPE_CODE,B_BIRD_STATUS,B_COMMENTS,B_COORD_PRECISION,B_COUNTRY_CODE,B_DIRECTION_CODE,B_EXTRA_INFO_CODE,B_FLYWAY_CODE,B_HOW_AGED_CODE,B_HOW_CAPTURED,B_HOW_SEXED_CODE,B_LAT_10_MIN_BLK,B_LAT_DECIMAL_DEGREES,B_LOCATION_DESCRIPTION,B_LOCATION_ID,B_LON_10_MIN_BLK,B_LON_DECIMAL_DEGREES,B_MARKER_LONG_DESC,B_PERMIT_NUM,B_SEX_CODE,B_SPECIES_ID,B_SPECIES_NAME,B_STATE_CODE,BAND_NUM,BANDING_DATE,BANDING_DAY,BANDING_MONTH,BANDING_YEAR,BEARING,DISTANCE,E_10_MIN_BLOCK,E_REGION,E_CAPTURE_TIME,E_COMMENTS,E_COORD_PRECISION,E_COUNTRY_CODE,E_COUNTY_CODE,E_CREATE_DATE,E_CREATE_MONTH,E_CREATE_YEAR,E_DIRECTION_CODE,E_ERROR_CLEARED_DATE,E_FLYWAY_CODE,E_HOW_CAPTURED,E_HOW_OBTAINED_CODE,E_LAT_10_MIN_BLK,E_LAT_DECIMAL_DEGREES,E_LOCATION_DESCRIPTION,E_LOCATION_ID,E_LON_10_MIN_BLK,E_LON_DECIMAL_DEGREES,E_MARKER_LONG_DESC,E_PLACE_NAME,E_PRESENT_CONDITION_CODE,E_SPECIES_ID,E_SPECIES_NAME,E_STATE_CODE,ENC_PERMIT,ENCOUNTER_DATE,ENCOUNTER_DAY,ENCOUNTER_MONTH,ENCOUNTER_YEAR,ENC_ERROR,HSS,MIN_AGE_AT_ENC,ORIGINAL_BAND,OTHER_BANDS,REPORTING_METHOD,SAME_10_MIN_BLOCK
,3900745,6,59,2,0,82,3,,0,US,0,19,1,PL,Cannon,NA,390,39.1075,".7 mi S from Reeds Beach(Cooks Beach - south), Cape May County New Jersey, United States (Bandit ID: COOKSSOU)",319135,745,-74.89417,LEG FLAG: M=V WHITE ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133273265,5/16/2018,16,5,2018,WSW,25,3850751,21,9:35:00,,1,US,1,7/12/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: M=V BLACK ON LIGHT GREEN;at release: LEG FLAG: M=V BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/27/2018,27,5,2018,Record with remarks; ,0,1.92,133273265,,14,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,,,,390,39.08333,"4.2 mi WNW from Cape May Court House(Kimbles Beach - south of the road), Cape May County New Jersey, United States (Bandit ID: KIMBLESO)",294077,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: =41 BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133268381,5/31/2017,31,5,2017,WSW,23.2,3850751,21,9:35:00,,1,US,1,7/12/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: =41 BLACK ON LIGHT GREEN;at release: LEG FLAG: =41 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/27/2018,27,5,2018,Record with remarks; Bird Status VS Provisions; ,1,2.92,133268381,,14,N
,3900745,6,59,2,0,82,3,,0,US,0,19,1,PL,Cannon,NA,390,39.1075,".7 mi S from Reeds Beach(Cooks Beach - south), Cape May County New Jersey, United States (Bandit ID: COOKSSOU)",319135,745,-74.89417,LEG FLAG: +66 WHITE ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133273061,5/14/2018,14,5,2018,WSW,25,3850751,21,9:35:00,,1,US,1,7/12/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: 066 BLACK ON LIGHT GREEN;at release: LEG FLAG: 066 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/27/2018,27,5,2018,Record with remarks; Bird Status VS Provisions; ,0,1.92,133273061,,14,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"4.6 mi NW from Cape May Court House(Reeds Beach - North end), Cape May County New Jersey, United States (Bandit ID: REEDSNOR)",294079,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: A=Y BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269982,5/19/2017,19,5,2017,WSW,23.2,3850751,21,9:35:00,,1,US,1,7/12/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: A=Y BLACK ON LIGHT GREEN;at release: LEG FLAG: A=Y BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/27/2018,27,5,2018,Record with remarks; ,1,2.92,133269982,,14,N
,3900745,6,59,2,0,53,3,,10,US,0,69,1,,,,390,39.08333,"GOSHEN, Cape May County New Jersey, United States",58810,745,-74.91667,LEG FLAG: U7L BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,128202735,5/8/2009,8,5,2009,WSW,23.2,3850751,21,9:35:00,,1,US,1,7/12/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: U7L BLACK ON LIGHT GREEN;at release: LEG FLAG: MT+ BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/27/2018,27,5,2018,Record with remarks; ,9,10.92,128202735,,14,N
,3900745,6,59,2A,0,82,3,,10,US,0,19,1,,,,390,39.08333,"GOSHEN, Cape May County New Jersey, United States",58810,745,-74.91667,LEG FLAG: 25A BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,132225301,5/23/2010,23,5,2010,WSW,23.2,3850751,21,9:35:00,,1,US,1,7/12/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: 25A BLACK ON LIGHT GREEN;at release: LEG FLAG: 25A BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/27/2018,27,5,2018,Record with remarks; ,8,9.92,132225301,,14,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,,,,390,39.08333,"Middle Township(Reeds Beach - South), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",264825,745,-74.91667,LEG FLAG: 830 BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133253558,5/23/2014,23,5,2014,WSW,23.2,3850751,21,9:35:00,,1,US,1,7/12/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: 830 BLACK ON LIGHT GREEN;at release: LEG FLAG: 830 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/27/2018,27,5,2018,Record with remarks; ,4,5.92,133253558,,14,N
,3900745,6,59,2,0,82,3,,0,US,0,19,1,PL,Cannon,NA,390,39.1075,".7 mi S from Reeds Beach(Cooks Beach - south), Cape May County New Jersey, United States (Bandit ID: COOKSSOU)",319135,745,-74.89417,LEG FLAG: +86 WHITE ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133273075,5/14/2018,14,5,2018,WSW,25,3850751,21,9:20:00,,1,US,1,7/12/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: 086 BLACK ON LIGHT GREEN;at release: LEG FLAG: 086 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/24/2018,24,5,2018,Record with remarks; Bird Status VS Provisions; ,0,1.92,133273075,,14,N
,3910751,6,59,2,0,82,3,,10,US,0,19,1,,,,391,39.25,"5 mi S from Newport(Raybins Beach at Fortescue), Cumberland County New Jersey, United States (Bandit ID: FORTESCU)",283893,751,-75.25,LEG FLAG: JNM WHITE ON DARK GREEN;,22803,5,2341,Rufa Red Knot,34,133255554,5/25/2015,25,5,2015,S,21.5,3850751,21,9:20:00,,1,US,1,7/12/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: JNM WHITE ON DARK GREEN;at release: LEG FLAG: JNM WHITE ON DARK GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/24/2018,24,5,2018,Record with remarks; ,3,4.92,133255554,,14,N
,3910751,6,59,2,0,82,3,,10,US,0,19,1,,,,391,39.25,"5 mi S from Newport(Raybins Beach at Fortescue), Cumberland County New Jersey, United States (Bandit ID: FORTESCU)",283893,751,-75.25,LEG FLAG: CYL WHITE ON DARK GREEN;,22803,0,2341,Rufa Red Knot,34,133254538,5/14/2015,14,5,2015,S,21.5,3850751,21,9:20:00,,1,US,1,7/12/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: CYL WHITE ON DARK GREEN;at release: LEG FLAG: CYL WHITE ON DARK GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/24/2018,24,5,2018,Record with remarks; ,3,4.92,133254538,,14,N
,4140695,6,47,2,0,81,3,,0,US,0,69,1,1,,X,414,41.70306,"North Beach Island, Barnstable County Massachusetts, United States",78729,695,-69.93111,LEG FLAG: 214 BLACK ON LIGHT GREEN;,6957,0,2341,Rufa Red Knot,25,133235532,9/9/2011,9,9,2011,WSW,341.2,3850751,21,9:20:00,,1,US,1,7/12/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: 214 BLACK ON LIGHT GREEN;at release: LEG FLAG: +8H BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/24/2018,24,5,2018,Record with remarks; Unusual Migration; ,7,8.92,133235532,,14,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,,,,390,39.08333,"Middle Township(Reeds Beach - South), Cape May County New Jersey, United States (Bandit ID: REEDSSOU)",264825,745,-74.91667,LEG FLAG: H89 BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133253907,5/18/2014,18,5,2014,WSW,23.2,3850751,21,9:20:00,,1,US,1,7/12/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: H89 BLACK ON LIGHT GREEN;at release: LEG FLAG: H89 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/24/2018,24,5,2018,Record with remarks; ,4,5.92,133253907,,14,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,,,,390,39.08333,"4.2 mi WNW from Cape May Court House(Kimbles Beach - south of the road), Cape May County New Jersey, United States (Bandit ID: KIMBLESO)",294077,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: =YN BLACK ON LIGHT GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133268246,5/16/2017,16,5,2017,WSW,23.2,3850751,21,9:20:00,,1,US,1,7/12/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: =YN BLACK ON LIGHT GREEN;at release: LEG FLAG: =YN BLACK ON LIGHT GREEN;,Slaughter Beach,7,2341,Rufa Red Knot,10,23332,5/24/2018,24,5,2018,Record with remarks; ,1,2.92,133268246,,14,N
,3900752,6,21,2,0,82,3,,1,US,0,69,1,,Cannon Net,,390,39.05833,"South Bowers Beach(Beach S of jetty at mouth of Murderkill R), Kent County Delaware, United States (Bandit ID: S_BOWERS)",183955,752,-75.39167,LEG FLAG: 79K BLACK ON LIME;,23332,0,2341,Rufa Red Knot,10,133267466,5/23/2016,23,5,2016,SSE,9.2,3850751,21,18:45:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: 79K BLACK ON LIGHT GREEN;at release: LEG FLAG: 79K BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/31/2018,31,5,2018,Record with remarks; Species Mismatch; ,2,3.92,133267466,,14,N
,3850751,6,21,2,0,82,3,,1,US,0,69,1,1,,,385,38.94167,"Slaughter Beach(Mispillion Harbor - Back Beach), Kent County Delaware, United States (Bandit ID: MISPBACK)",297904,751,-75.30833,LEG FLAG: 9X6 BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133262087,5/28/2015,28,5,2015,,0,3850751,21,18:45:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: 9X6 BLACK ON LIGHT GREEN;at release: LEG FLAG: 9X6 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/31/2018,31,5,2018,Record with remarks; Species Mismatch; ,3,4.92,133262087,,14,Y
,3850751,6,21,2,0,82,3,Mod spp from REKN/2340 per permit provisions --jsm,1,US,0,69,1,PL,Cannon Net,NA,385,38.94167,"Slaughter Beach(Mispillion Harbor - Back Beach), Kent County Delaware, United States (Bandit ID: MISPBACK)",297904,751,-75.30833,LEG FLAG: P+U BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133297200,5/27/2017,27,5,2017,,0,3850751,21,9:35:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: P+U BLACK ON LIGHT GREEN;at release: LEG FLAG: P+U BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/27/2018,27,5,2018,Record with remarks; Species Mismatch; ,1,2.92,133297200,,14,Y
,3850751,6,21,2,0,82,3,Mod spp from REKN/2340 per permit provisions --jsm,1,US,0,69,1,PL,Cannon Net,NA,385,38.94167,"Slaughter Beach(Beaches in Mispillion Harbor, 4 km N of Slaughter Beach), Kent County Delaware, United States (Bandit ID: MISPILL)",293053,751,-75.30833,LEG FLAG: 41L BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133262948,5/22/2017,22,5,2017,,0,3850751,21,9:35:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: 41L BLACK ON LIGHT GREEN;at release: LEG FLAG: 41L BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/27/2018,27,5,2018,Record with remarks; Species Mismatch; ,1,2.92,133262948,,14,Y
,3850751,6,21,2,0,82,3,,1,US,0,69,1,1,,,385,38.94167,"Slaughter Beach(Mispillion Harbor - Back Beach), Kent County Delaware, United States (Bandit ID: MISPBACK)",297904,751,-75.30833,LEG FLAG: 7Y4 BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133262337,5/18/2015,18,5,2015,,0,3850751,21,9:35:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: 7Y4 BLACK ON LIGHT GREEN;at release: LEG FLAG: 7Y4 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/27/2018,27,5,2018,Record with remarks; Species Mismatch; ,3,4.92,133262337,,14,Y
,3850751,6,21,2,0,50,3,Mod. per 23332_201409171017B; M,1,US,0,1,1,,,,385,38.94167,"Slaughter Beach(Beaches in Mispillion Harbor, 4 km N of Slaughter Beach), Kent County Delaware, United States (Bandit ID: MISPILL)",293053,751,-75.30833,PLASTIC COLOR LEG BAND: KX0 BLACK ON GREEN;,23332,0,2341,Rufa Red Knot,10,117272374,6/6/2006,6,6,2006,,0,3850751,21,9:35:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: KX0 BLACK ON LIGHT GREEN;at release: LEG FLAG: VT+ BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/27/2018,27,5,2018,"Record with remarks; Species Mismatch; Too Old, See Biologist; ",12,13.92,117272374,,14,Y
,3850751,6,21,2A,0,82,3,M,1,US,0,69,1,1,,,385,38.94167,"Slaughter Beach(Mispillion Harbor - Osprey Beach), Sussex County Delaware, United States (Bandit ID: MISP_OSP)",297905,751,-75.30833,LEG FLAG: 3N6 BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,132218648,5/13/2014,13,5,2014,,0,3850751,21,9:20:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: 3N6 BLACK ON LIGHT GREEN;at release: LEG FLAG: 3N6 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2018,24,5,2018,Record with remarks; Species Mismatch; ,4,5.92,132218648,,14,Y
,3850751,6,21,2,0,82,3,Mod spp from REKN/2340 per permit provisions --jsm,1,US,0,69,1,PL,Cannon Net,NA,385,38.94167,"Slaughter Beach(Mispillion Harbor - Back Beach), Kent County Delaware, United States (Bandit ID: MISPBACK)",297904,751,-75.30833,LEG FLAG: Y+C BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133276886,5/27/2017,27,5,2017,,0,3850751,21,9:20:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: Y+C BLACK ON LIGHT GREEN;at release: LEG FLAG: Y+C BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2018,24,5,2018,Record with remarks; Species Mismatch; ,1,2.92,133276886,,14,Y
,3850751,6,21,2,0,50,3,Applied ISC 23332_201409111302B; M,1,US,0,0,1,1,,,385,38.94167,"Slaughter Beach(Beaches in Mispillion Harbor, 4 km N of Slaughter Beach), Kent County Delaware, United States (Bandit ID: MISPILL)",293053,751,-75.30833,,23332,0,2341,Rufa Red Knot,10,117271724,5/21/2007,21,5,2007,,0,3850751,21,9:20:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2018,24,5,2018,"Record with remarks; Species Mismatch; Too Old, See Biologist; ",11,12.92,117271724,,14,Y
,3850751,6,21,2,0,82,3,Mod spp from REKN/2340 per permit provisions --jsm,1,US,0,69,1,PL,Cannon Net,NA,385,38.94167,"Slaughter Beach(Mispillion Harbor - Back Beach), Kent County Delaware, United States (Bandit ID: MISPBACK)",297904,751,-75.30833,LEG FLAG: 63L BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133279558,5/16/2017,16,5,2017,,0,3850751,21,9:20:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: 63L BLACK ON LIGHT GREEN;at release: LEG FLAG: 63L BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2018,24,5,2018,Record with remarks; Species Mismatch; ,1,2.92,133279558,,14,Y
,3850751,6,21,2,0,82,3,Mod spp from REKN/2340 per permit provisions --jsm,1,US,0,69,1,PL,Cannon Net,NA,385,38.94167,"Slaughter Beach(Mispillion Harbor - Back Beach), Kent County Delaware, United States (Bandit ID: MISPBACK)",297904,751,-75.30833,LEG FLAG: 74L BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133279511,5/16/2017,16,5,2017,,0,3850751,21,9:20:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: 74L BLACK ON LIGHT GREEN;at release: LEG FLAG: 74L BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2018,24,5,2018,Record with remarks; Species Mismatch; ,1,2.92,133279511,,14,Y
,3850751,6,21,2,0,82,3,,1,US,0,69,1,1,,,385,38.94167,"Mispillion Harbor, 4 km N of Slaughter Beach, Kent County Delaware, United States",61196,751,-75.30833,LEG FLAG: 5CY BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133223671,5/26/2011,26,5,2011,,0,3850751,21,9:20:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: 5CY BLACK ON LIGHT GREEN;at release: LEG FLAG: 5CY BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2018,24,5,2018,Record with remarks; Species Mismatch; ,7,8.92,133223671,,14,Y
,3850751,6,21,2,0,82,3,,1,US,0,69,1,1,,,385,38.94167,"Mispillion Harbor, 4 km N of Slaughter Beach, Kent County Delaware, United States",61196,751,-75.30833,LEG FLAG: 4JH BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133217104,5/20/2011,20,5,2011,,0,3850751,21,9:20:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: 4JH BLACK ON LIGHT GREEN;at release: LEG FLAG: 4JH BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2018,24,5,2018,Record with remarks; Species Mismatch; ,7,8.92,133217104,,14,Y
,3850751,6,21,2,0,53,3,Applied ISC 23332_201409111302B; M,1,US,0,0,1,1,,,385,38.94167,"Slaughter Beach(Beaches in Mispillion Harbor, 4 km N of Slaughter Beach), Kent County Delaware, United States (Bandit ID: MISPILL)",293053,751,-75.30833,,23332,0,2341,Rufa Red Knot,10,128210663,5/19/2009,19,5,2009,,0,3850751,21,9:20:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: H=7 BLACK ON LIGHT GREEN;at release: LEG FLAG: H=7 BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2018,24,5,2018,Record with remarks; Species Mismatch; ,9,10.92,128210663,,14,Y
,3850751,6,21,2,0,82,3,Mod spp from REKN/2340 per permit provisions --jsm,1,US,0,69,1,PL,Cannon Net,NA,385,38.94167,"Slaughter Beach(Mispillion Harbor - Back Beach), Kent County Delaware, United States (Bandit ID: MISPBACK)",297904,751,-75.30833,LEG FLAG: 60M BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133279682,5/19/2017,19,5,2017,,0,3850751,21,9:20:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: 60M BLACK ON LIGHT GREEN;at release: LEG FLAG: 60M BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2018,24,5,2018,Record with remarks; Species Mismatch; ,1,2.92,133279682,,14,Y
,3850751,6,21,2,0,82,3,Mod spp from REKN/2340 per permit provisions --jsm,1,US,0,69,1,PL,Cannon Net,NA,385,38.94167,"Slaughter Beach(Mispillion Harbor - Back Beach), Kent County Delaware, United States (Bandit ID: MISPBACK)",297904,751,-75.30833,LEG FLAG: N+Y BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133279717,5/27/2017,27,5,2017,,0,3850751,21,9:20:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: N+Y BLACK ON LIGHT GREEN;at release: LEG FLAG: N+Y BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2018,24,5,2018,Record with remarks; Species Mismatch; ,1,2.92,133279717,,14,Y
,3850751,6,21,2,0,82,3,Mod spp from REKN/2340 per permit provisions --jsm,1,US,0,69,1,PL,Cannon Net,NA,385,38.94167,"Slaughter Beach(Mispillion Harbor - Back Beach), Kent County Delaware, United States (Bandit ID: MISPBACK)",297904,751,-75.30833,LEG FLAG: K+E BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133279718,5/27/2017,27,5,2017,,0,3850751,21,9:20:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: K+E BLACK ON LIGHT GREEN;at release: LEG FLAG: K+E BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2018,24,5,2018,Record with remarks; Species Mismatch; ,1,2.92,133279718,,14,Y
,3850751,6,21,2,0,82,3,Mod spp from REKN/2340 per permit provisions --jsm,1,US,0,69,1,PL,Cannon Net,NA,385,38.94167,"Slaughter Beach(Mispillion Harbor - Back Beach), Kent County Delaware, United States (Bandit ID: MISPBACK)",297904,751,-75.30833,LEG FLAG: 14K BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133276544,5/16/2017,16,5,2017,,0,3850751,21,9:20:00,,1,US,1,7/13/2018,7,2018,0,,1,Cannon Net,66,385,38.94167,"Beaches in Mispillion Harbor, 4 km N of Slaughter Beach",293053,751,-75.30833,at capture: LEG FLAG: 14K BLACK ON LIGHT GREEN;at release: LEG FLAG: 14K BLACK ON LIGHT GREEN;,Slaughter Beach,7,2340,Red Knot,10,23332,5/24/2018,24,5,2018,Record with remarks; Species Mismatch; ,1,2.92,133276544,,14,Y
