keep,B_10_MIN_BLOCK,B_AGE_CODE,B_REGION,B_BAND_SIZE_CODE,B_BAND_STATUS_CODE,B_BAND_TYPE_CODE,B_BIRD_STATUS,B_COMMENTS,B_COORD_PRECISION,B_COUNTRY_CODE,B_DIRECTION_CODE,B_EXTRA_INFO_CODE,B_FLYWAY_CODE,B_HOW_AGED_CODE,B_HOW_CAPTURED,B_HOW_SEXED_CODE,B_LAT_10_MIN_BLK,B_LAT_DECIMAL_DEGREES,B_LOCATION_DESCRIPTION,B_LOCATION_ID,B_LON_10_MIN_BLK,B_LON_DECIMAL_DEGREES,B_MARKER_LONG_DESC,B_PERMIT_NUM,B_SEX_CODE,B_SPECIES_ID,B_SPECIES_NAME,B_STATE_CODE,BAND_NUM,BANDING_DATE,BANDING_DAY,BANDING_MONTH,BANDING_YEAR,BEARING,DISTANCE,E_10_MIN_BLOCK,E_REGION,E_CAPTURE_TIME,E_CERTIFICATE_FLAG,E_CERTIFICATE_LANGUAGE,E_COMMENTS,E_COORD_PRECISION,E_COUNTRY_CODE,E_COUNTY_CODE,E_CREATE_DATE,E_CREATE_MONTH,E_CREATE_YEAR,E_DIRECTION_CODE,E_ENC_COUNTY_ORIGINAL,E_FLYWAY_CODE,E_HOW_CAPTURED,E_HOW_OBTAINED_CODE,E_LAT_10_MIN_BLK,E_LAT_DECIMAL_DEGREES,E_LOCATION_DESCRIPTION,E_LOCATION_ID,E_LON_10_MIN_BLK,E_LON_DECIMAL_DEGREES,E_MARKER_LONG_DESC,E_PLACE_NAME,E_PRESENT_CONDITION_CODE,E_REPORT_LOCATION_CHOICE,E_SPECIES_NAME,E_STATE_CODE,E_WHO_OBTAINED_CODE,E_WHY_REPORTED_CODE,ENC_PERMIT,ENCOUNTER_DATE,ENCOUNTER_DAY,ENCOUNTER_MONTH,ENCOUNTER_YEAR,HSS,MIN_AGE_AT_ENC,ORIGINAL_BAND,OTHER_BANDS,SAME_10_MIN_BLOCK
,2910900,5,42,2,0,82,3,,10,US,0,19,2,CC,,NA,291,29.25,"Grand Isle(Elmers Island), Lafourche Parish Louisiana, United States (Bandit ID: 280800)",292276,900,-90.08333,"LEG FLAG, LEFT LEG ABOVE THE JOINT: 287 WHITE ON DARK GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",23760,0,2341,Rufa Red Knot,22,133294651,4/26/2018,26,4,2018,E,6,2910895,42,,E,E,"Enc created from Marker ID#: 247995; Change marker from leg band to leg flag based on photo, SCP.;;",0,US,51,6/13/2019,6,2019,0,51,2,,29,291,29.23628,,,895,-89.98416,LEFT LEG FLAG: 287 WHITE ON GREEN; ,Grand Isle,13,,Red Knot,22,21,13,,4/11/2019,11,4,2019,1,1.83,133294651,,N
,2910900,6,42,2,0,82,3,,10,US,0,19,2,CC,,NA,291,29.25,"Grand Isle(Elmers Island), Lafourche Parish Louisiana, United States (Bandit ID: 280800)",292276,900,-90.08333,"LEG FLAG, LEFT LEG ABOVE THE JOINT: 297 WHITE ON DARK GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",23760,0,2341,Rufa Red Knot,22,133294661,4/26/2018,26,4,2018,E,6,2910895,42,,E,E,"Enc created from Marker ID#: 247993; changed color leg band to leg flag based on photo, SCP.; Band submitted by bander via email, SCP.;",0,US,51,6/11/2019,6,2019,0,51,2,,29,291,29.23628,,,895,-89.98416,LEFT LEG FLAG: 297 WHITE ON GREEN; ,Grand Isle,13,M,Red Knot,22,21,13,,4/11/2019,11,4,2019,1,2.83,133294661,,N
,2910900,6,42,2,0,82,3,,10,US,0,69,2,,,,291,29.25,"Grand Isle(Elmers Island), Lafourche Parish Louisiana, United States (Bandit ID: 280800)",292276,900,-90.08333,"LEG FLAG, LEFT LEG: 337 WHITE ON DARK GREEN; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",23760,0,2341,Rufa Red Knot,22,133294709,5/3/2019,3,5,2019,ENE,274.4,3000853,25,,E,E,Enc created from Marker ID#: 248163;;,0,US,5,6/13/2019,6,2019,0,5,1,,29,300,30.05453,,,853,-85.60469,LEFT LEG BAND #1: 337 WHITE ON DARK GREEN; ,San Blas,7,C3,Red Knot,12,21,13,,5/13/2019,13,5,2019,0,1.92,133294709,,N
,3900745,6,59,2,0,82,3,,1,US,0,19,1,PL,,PL,390,39.10833,"4 mi WNW from Cape May Court House(Kimbles Beach - South of road), Cape May County New Jersey, United States (Bandit ID: KIMBLESO)",326808,745,-74.89167,"LEG FLAG, LEFT LEG ABOVE THE JOINT: J>J BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",22803,5,2341,Rufa Red Knot,34,133274353,5/20/2019,20,5,2019,WNW,14.8,3910750,59,,E,E,Enc created from Marker ID#: 249531;;,0,US,11,6/6/2019,6,2019,0,11,1,,29,391,39.18936,Egg Island WMA,,750,-75.14855,LEFT LEG FLAG: J>J BLACK ON LIGHT GREEN; ,Fortescue,13,WM,Rufa Red Knot,34,21,13,,6/1/2019,1,6,2019,0,2,133274353,,N
,3900745,6,59,2,0,82,3,,1,US,0,69,1,PL,,PL,390,39.125,"4.4 mi NW from Cape May Court House(Reeds Beach - North end), Cape May County New Jersey, United States (Bandit ID: REEDSNOR)",326809,745,-74.89167,"LEG FLAG, LEFT LEG ABOVE THE JOINT: V>T BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133274598,5/26/2019,26,5,2019,WNW,14.1,3910750,59,,E,E,Enc created from Marker ID#: 249511; mod coords per loc desc --jsm;,11,US,11,6/6/2019,6,2019,0,,1,,29,391,39.20845,Egg Island WMA,,750,-75.13296,LEFT LEG BAND #1: V>T BLACK ON LIGHT GREEN; ,,13,W,Rufa Red Knot,34,21,13,,6/1/2019,1,6,2019,0,2,133274598,,N
,3900745,6,59,2,0,82,3,,1,US,0,69,1,PL,,PL,390,39.125,"4.4 mi NW from Cape May Court House(Reeds Beach - North end), Cape May County New Jersey, United States (Bandit ID: REEDSNOR)",326809,745,-74.89167,"LEG FLAG, LEFT LEG ABOVE THE JOINT: T>6 BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,139224342,5/27/2019,27,5,2019,WNW,14.5,3910750,59,,E,E,Enc created from Marker ID#: 249525;;,0,US,11,6/6/2019,6,2019,0,11,1,,29,391,39.18936,Egg Island WMA,,750,-75.14855,LEFT LEG FLAG: T>6 BLACK ON LIGHT GREEN; ,Fortescue,13,WM,Rufa Red Knot,34,21,13,,6/1/2019,1,6,2019,0,2,139224342,,N
,3900745,6,59,2,0,82,3,,1,US,0,69,1,PL,,PL,390,39.125,"4.4 mi NW from Cape May Court House(Reeds Beach - North end), Cape May County New Jersey, United States (Bandit ID: REEDSNOR)",326809,745,-74.89167,"LEG FLAG, LEFT LEG ABOVE THE JOINT: *XL BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,139224352,5/27/2019,27,5,2019,WNW,14.5,3910750,59,,E,E,Enc created from Marker ID#: 249529;;,0,US,11,6/7/2019,6,2019,0,11,1,,29,391,39.18936,Egg Island WMA,,750,-75.14855,LEFT LEG FLAG: *XL BLACK ON LIGHT GREEN; ,Fortescue,13,WM,Rufa Red Knot,34,21,13,,6/1/2019,1,6,2019,0,2,139224352,,N
,3900745,6,59,2,0,82,3,,1,US,0,69,1,PL,,PL,390,39.125,"4.4 mi NW from Cape May Court House(Reeds Beach - North end), Cape May County New Jersey, United States (Bandit ID: REEDSNOR)",326809,745,-74.89167,"LEG FLAG, LEFT LEG ABOVE THE JOINT: VY+ BLACK ON LIGHT GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,139224473,5/26/2019,26,5,2019,WNW,14.5,3910750,59,,E,E,Enc created from Marker ID#: 249519;;,0,US,11,6/6/2019,6,2019,0,11,1,,29,391,39.18936,Egg Island WMA,,750,-75.14855,LEFT LEG BAND #1: VY+ BLACK ON LIGHT GREEN; ,Fortescue,13,WM,Rufa Red Knot,34,21,13,,6/1/2019,1,6,2019,0,2,139224473,,N
,3910751,6,59,2,0,50,3,,10,US,0,25,1,,,,391,39.25,"BEN DAVIS PT, Cumberland County New Jersey, United States",8867,751,-75.25,,22803,0,2341,Rufa Red Knot,34,117277193,5/17/2005,17,5,2005,SSW,921,2720824,25,,E,E,Enc created from Marker ID#: 209175;  band number per bander aux marker file;;,0,US,81,2/23/2018,2,2018,0,81,1,,29,272,27.43167,,,824,-82.68548,LEFT LEG BAND #1: NNK BLACK ON LIGHT GREEN; ,Whitney Beach,13,C3,Red Knot,12,21,13,,2/8/2018,8,2,2018,13,14.67,117277193,,N
,3900744,1,59,2,0,53,3,,0,US,0,25,1,,,,390,39.00833,"North Wildwood Inlet-Wildwood, Cape May County New Jersey, United States",67428,744,-74.78972,LEG FLAG: AX8 BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,128200538,8/27/2007,27,8,2007,SW,699.9,3020812,25,,E,E,Enc created from Marker ID#: 88815; ;;; within longevity range -- acm,11,US,31,2/28/2017,2,2017,0,31,1,,29,302,30.45246,Little Talbot Island State Park,,812,-81.4187,RIGHT LEG BAND #1: LIGHT GREEN; LEFT LEG FLAG: AX8 BLACK ON LIGHT GREEN; ,,13,W,Red Knot,12,21,13,,1/5/2017,5,1,2017,10,10.58,128200538,,N
,2730824,1,25,2,0,53,3,,0,US,0,69,1,,,,273,27.66333,"Shell Key, Pinellas County Florida, United States",67432,824,-82.74472,LEG FLAG: AU9 BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,12,128200613,12/29/2007,29,12,2007,NNW,8.4,2740824,25,,E,E,,0,US,103,9/25/2018,9,2018,0,103,1,,61,274,27.78073,12700 Gulf Blvd  Treasure island,,824,-82.78201,RIGHT LEG FLAG: AU9 BLACK ON LIGHT GREEN; ,Treasure Island,10,A,Red Knot,12,21,7,,9/24/2018,24,9,2018,12,12.25,128200613,,N
,3900745,6,59,2A,0,82,3,,10,US,0,19,1,,,,390,39.08333,"GOSHEN, Cape May County New Jersey, United States",58810,745,-74.91667,LEG FLAG: 9PX BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,132211455,5/14/2010,14,5,2010,SSW,909.8,2730824,25,,E,E,,0,US,103,10/9/2018,10,2018,0,103,1,,61,273,27.62465,FT. DESOTO COUNTY PARK,,824,-82.73519,LEFT LEG BAND #1: PX WHITE ON AQUA; ,Fort De Soto,10,WM,Red Knot,12,21,7,,10/9/2018,9,10,2018,9,10.33,132211455,,N
,3900745,6,59,2A,0,82,3,,10,US,0,19,1,,,,390,39.08333,"GOSHEN, Cape May County New Jersey, United States",58810,745,-74.91667,LEG FLAG: 2VP BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,132211468,5/14/2010,14,5,2010,NE,164.4,4040724,61,,E,E,Enc created from Marker ID#: 193591; ;,11,US,103,8/2/2017,8,2017,0,103,1,,29,404,40.77278,CUPSOGUE PARK,,724,-72.7275,LEFT LEG FLAG: 2VP BLACK ON LIGHT GREEN; ,,13,W,Red Knot,36,21,13,,8/1/2017,1,8,2017,8,9.17,132211468,,N
,3900745,6,59,2A,0,82,3,,10,US,0,19,1,,,,390,39.08333,"GOSHEN, Cape May County New Jersey, United States",58810,745,-74.91667,LEG FLAG: 2YJ BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,132211490,5/16/2010,16,5,2010,SSW,769.2,2900805,25,,E,E,Enc created from Marker ID#: 88333; ;;;,0,US,127,2/6/2017,2,2017,0,127,1,,29,290,29.11643,Observed on the beach in front of Ponce Preserve Park.,,805,-80.94709,LEFT LEG FLAG: 2YJ BLACK ON LIGHT GREEN; ,Ponce Inlet,13,DM,Red Knot,12,21,13,,1/2/2017,2,1,2017,7,8.58,132211490,,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,,,,390,39.08333,"GOSHEN, Cape May County New Jersey, United States",58810,745,-74.91667,LEG FLAG: J1K BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133215996,5/28/2010,28,5,2010,SSW,279.1,3500755,63,,E,E,Enc created from Marker ID#: 189757; ;;;,0,US,95,5/17/2017,5,2017,0,95,1,,29,350,35.1215,,,755,-75.92611,RIGHT LEG BAND #1: J1K BLACK ON LIGHT GREEN; SATELLITE/CELL/GPS TRANSMITTER ON LEG; ,Widgen Woods,7,M,Red Knot,37,22,13,,4/23/2017,23,4,2017,7,8.83,133215996,,N
,3900745,6,59,2A,0,82,3,,10,US,0,69,1,,,,390,39.08333,"GOSHEN, Cape May County New Jersey, United States",58810,745,-74.91667,LEG FLAG: 6YE BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,132211757,5/17/2010,17,5,2010,SSW,3.9,3900745,59,,E,E,Enc created from Marker ID#: 219323;  mod coords per town --jsm;,11,US,9,7/13/2018,7,2018,0,9,1,,29,390,39.02872,On the Delaware Bay beach,,745,-74.93851,LEFT LEG BAND #1: 6YE BLACK ON LIGHT GREEN; ,Villas,13,D,Red Knot,34,21,13,,5/23/2017,23,5,2017,7,8.92,132211757,,Y
,3900745,6,59,2A,0,82,3,,10,US,0,19,1,,,,390,39.08333,"GOSHEN, Cape May County New Jersey, United States",58810,745,-74.91667,LEG FLAG: 23A BLACK ON LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,132211865,5/22/2010,22,5,2010,NE,43.4,3930741,59,,E,E,Enc created from Marker ID#: 206133; ;;;,0,US,29,2/22/2018,2,2018,0,29,1,,29,393,39.50917,,,741,-74.31972,LEFT LEG BAND #2: 23A BLACK ON LIGHT GREEN; ,Beach Haven Heights,13,C2,Red Knot (Calidri canutus),34,21,13,,5/16/2017,16,5,2017,7,8.92,132211865,,N
,2720824,1,25,2,0,54,3,,0,US,0,69,1,,,,272,27.42333,"Longboat Key, Manatee County Florida, United States",78845,824,-82.67389,LEG FLAG: E6M BLACK ON LIGHT GREEN;,21980,0,2341,Rufa Red Knot,12,126204260,4/14/2010,14,4,2010,SE,9.3,2710823,25,,E,E,,0,US,115,10/4/2018,10,2018,0,115,1,,0,271,27.31626,,,823,-82.58193,RIGHT LEG FLAG: E6M MISCELLANEOUS ON LIGHT GREEN; ,Siesta Key,4,M,Red Knot,12,21,7,,9/27/2018,27,9,2018,9,9.25,126204260,,N
,5010634,1,76,2,0,50,3,Added flag code to aux marker field -- DB,10,CA,0,19,6,,,,501,50.25,"Ile Quarry et Niapiscau, Archipel de Mingan, Cote Nord, Québec, Canada",67467,634,-63.75,LEG FLAG: YH BLACK ON WHITE;,10700,0,2341,Rufa Red Knot,10,117278206,7/28/2009,28,7,2009,SW,1214.5,3500755,63,,E,E,Enc created from Marker ID#: 247879; updated coord prec per remarks--CSH;,0,US,55,5/10/2019,5,2019,0,55,1,,29,350,35.07772,Cape Hatteras National Seashore,,755,-75.99204,RIGHT LEG FLAG: YH BLACK ON WHITE; ,,13,,Red Knot,37,21,13,,5/8/2019,8,5,2019,10,10.92,117278206,,N
,4130695,1,47,2,0,82,3,Age modified per email of 2011-01-06 -- DB,0,US,0,69,1,1,,X,413,41.61556,"Monomoy Island, Barnstable County Massachusetts, United States",72825,695,-69.99972,LEG FLAG: 123 BLACK ON LIGHT GREEN;,6957,0,2341,Rufa Red Knot,25,133225924,8/19/2010,19,8,2010,SSW,1301.8,2500810,25,,E,E,"Enc created from Marker ID#: 234539; ; Marker is a leg flag and not a colored leg band, SCP.",0,US,87,2/28/2019,2,2019,0,87,1,,29,250,25.15698,,,810,-81.10948,LEFT LEG BAND #1: 123 ? BLACK ON LIGHT GREEN; ,Flamingo,13,M,Red Knot,12,21,13,,12/10/2018,10,12,2018,9,9.5,133225924,,N
,4130695,5,47,2A,0,82,3,M,0,US,0,25,1,1,,X,413,41.61556,"Monomoy Island, Barnstable County Massachusetts, United States",72825,695,-69.99972,LEG FLAG: 038 BLACK ON LIGHT GREEN;,6957,0,2341,Rufa Red Knot,25,132212642,9/2/2009,2,9,2009,SW,1062.2,2900805,25,,E,E,Enc created from Marker ID#: 90001; ;;,0,US,127,3/6/2017,3,2017,0,127,1,,29,290,29.01028,,,805,-80.86862,LEFT LEG BAND #1: 038 BLACK ON LIGHT GREEN; TRANSMITTER YES; ,Edgewater,13,M,Red Knot,12,21,13,,1/22/2017,22,1,2017,8,8.58,132212642,,N
,4130695,5,47,2A,0,82,3,M,0,US,0,25,1,1,,X,413,41.61556,"Monomoy Island, Barnstable County Massachusetts, United States",72825,695,-69.99972,LEG FLAG: 038 BLACK ON LIGHT GREEN;,6957,0,2341,Rufa Red Knot,25,132212642,9/2/2009,2,9,2009,SW,1062.2,2900805,25,,E,E,Enc created from Marker ID#: 89997; ;;,0,US,127,3/6/2017,3,2017,0,127,1,,29,290,29.01028,,,805,-80.86862,LEFT LEG BAND #1: 038 BLACK ON LIGHT GREEN; ,Edgewater,13,M,Red Knot,12,21,13,,1/5/2017,5,1,2017,8,8.58,132212642,,N
,3230801,6,80,2,0,54,3,"color of code corrected per bander email 9/9/13, MR",1,US,0,69,1,,,,323,32.54167,"Deveaux Bank, 1 S Seabrook Island, Charleston County South Carolina, United States",229374,801,-80.175,LEG FLAG: 4H0 BLACK ON LIME;,6658,0,2341,Rufa Red Knot,45,126202042,4/12/2012,12,4,2012,SSW,371.6,2730824,25,,N,E,Enc created from Marker ID#: 209237; ;;,11,US,103,2/23/2018,2,2018,0,103,1,,29,273,27.63781,Fort Desoto County Park,,824,-82.73871,RIGHT LEG FLAG: 4H0 BLACK ON LIGHT GREEN; ,,13,W,Red Knot,12,21,13,,2/8/2018,8,2,2018,6,7.67,126202042,,N
,3230801,6,80,2,0,54,3,"color of code corrected per bander email 9/9/13, MR",1,US,0,69,1,,,,323,32.54167,"Deveaux Bank, 1 S Seabrook Island, Charleston County South Carolina, United States",229374,801,-80.175,LEG FLAG: 10Y BLACK ON LIME;,6658,0,2341,Rufa Red Knot,45,126202058,4/12/2012,12,4,2012,NNE,1.9,3230800,80,,E,E,Enc created from Marker ID#: 285489;,0,US,19,4/6/2020,4,2020,0,19,1,,29,323,32.56582,,,800,-80.15893,LEFT LEG FLAG: 10Y BLACK ON LIGHT GREEN; ,Seabrook Island,7,M,RUFA RED KNOT,45,21,13,,4/1/2020,1,4,2020,8,9.83,126202058,,N
,3230801,6,80,2,0,54,3,"color of code corrected per bander email 9/9/13, MR",1,US,0,69,1,,,,323,32.54167,"Deveaux Bank, 1 S Seabrook Island, Charleston County South Carolina, United States",229374,801,-80.175,LEG FLAG: 10Y BLACK ON LIME;,6658,0,2341,Rufa Red Knot,45,126202058,4/12/2012,12,4,2012,N,2.5,3230801,80,,E,E,Enc created from Marker ID#: 213967;  marker code corrected per photo;;,11,US,19,5/10/2018,5,2018,0,19,1,,29,323,32.57713,,,801,-80.17065,LEFT LEG BAND #1: 10Y BLACK ON LIGHT GREEN; ,Seabrook Island,7,D,Red Knot,45,21,13,,4/2/2018,2,4,2018,6,7.83,126202058,,Y
,3230801,6,80,2,0,54,3,"color of code corrected per bander email 9/9/13, MR",1,US,0,69,1,,,,323,32.54167,"Deveaux Bank, 1 S Seabrook Island, Charleston County South Carolina, United States",229374,801,-80.175,LEG FLAG: 0E6 BLACK ON LIME;,6658,0,2341,Rufa Red Knot,45,126202073,4/12/2012,12,4,2012,NNE,583.1,3930741,59,,E,E,Enc created from Marker ID#: 190049;  marker confirmed by photo;,11,US,29,5/16/2017,5,2017,0,29,1,,29,393,39.53345,Great Bay Boulevard State Wildlife Management Area,,741,-74.30792,LEG FLAG: 0E6 BLACK ON LIGHT GREEN,,7,W,Red Knot,34,21,13,,5/10/2017,10,5,2017,5,6.92,126202073,,N
,3230801,6,80,2,0,54,3,"color of code corrected per bander email 9/9/13, MR",1,US,0,69,1,,,,323,32.54167,"Deveaux Bank, 1 S Seabrook Island, Charleston County South Carolina, United States",229374,801,-80.175,LEG FLAG: 67T BLACK ON LIME;,6658,0,2341,Rufa Red Knot,45,126204724,4/12/2012,12,4,2012,NE,297,3500755,63,,E,E,Enc created from Marker ID#: 247877; Updated coord prec per remarks--CSH;,0,US,55,5/10/2019,5,2019,0,55,1,,29,350,35.07772,Cape Hatteras National Seashore,,755,-75.99204,LEFT LEG FLAG: 67T BLACK ON LIGHT GREEN; ,,13,,Red Knot,37,21,13,,5/8/2019,8,5,2019,7,8.92,126204724,,N
,3230801,6,80,2,0,54,3,"color of code corrected per bander email 9/9/13, MR",1,US,0,69,1,,,,323,32.54167,"Deveaux Bank, 1 S Seabrook Island, Charleston County South Carolina, United States",229374,801,-80.175,LEG FLAG: 67T BLACK ON LIME;,6658,0,2341,Rufa Red Knot,45,126204724,4/12/2012,12,4,2012,NE,296.6,3500755,63,,E,E,Enc created from Marker ID#: 248577; Updated lat/long and CP per remarks--CSH;,0,US,55,6/13/2019,6,2019,0,55,1,,29,350,35.07188,Cape Hatteras National Seashore,,755,-75.9963,LEFT LEG FLAG: 67T BLACK ON LIGHT GREEN; ,,13,W,Red Knot,37,21,13,,5/20/2019,20,5,2019,7,8.92,126204724,,N
,3230801,6,80,2,0,54,3,"color of code corrected per bander email 9/9/13, MR",1,US,0,69,1,,,,323,32.54167,"Deveaux Bank, 1 S Seabrook Island, Charleston County South Carolina, United States",229374,801,-80.175,LEG FLAG: 67T BLACK ON LIME;,6658,0,2341,Rufa Red Knot,45,126204724,4/12/2012,12,4,2012,NE,310.5,3510754,63,,E,E,Enc created from Marker ID#: 246829; Updated lat/long and CP per remarks--CSH;,0,US,55,4/29/2019,4,2019,0,55,1,,29,351,35.17815,Cape Hatteras National Seashore,,754,-75.78662,LEFT LEG FLAG: 67T BLACK ON LIGHT GREEN; ,,13,W,Red Knot,37,21,13,,4/26/2019,26,4,2019,7,8.83,126204724,,N
,3230801,6,80,2,0,54,3,"color of code corrected per bander email 9/9/13, MR",1,US,0,69,1,,,,323,32.54167,"Deveaux Bank, 1 S Seabrook Island, Charleston County South Carolina, United States",229374,801,-80.175,LEG FLAG: 75X BLACK ON LIME;,6658,0,2341,Rufa Red Knot,45,126204802,4/12/2012,12,4,2012,NNE,1.9,3230800,80,,E,E,Enc created from Marker ID#: 285493;,0,US,19,4/6/2020,4,2020,0,19,1,,29,323,32.56582,,,800,-80.15893,LEFT LEG FLAG: 75X BLACK ON LIGHT GREEN; ,Seabrook Island,7,M,RUFA RED KNOT,45,21,13,,4/1/2020,1,4,2020,8,9.83,126204802,,N
,3230801,6,80,2,0,54,3,"color of code corrected per bander email 9/9/13, MR",1,US,0,69,1,,,,323,32.54167,"Deveaux Bank, 1 S Seabrook Island, Charleston County South Carolina, United States",229374,801,-80.175,LEG FLAG: 76X BLACK ON LIME;,6658,0,2341,Rufa Red Knot,45,126204803,4/12/2012,12,4,2012,NNE,1.9,3230800,80,,E,E,Enc created from Marker ID#: 285497;,0,US,19,4/6/2020,4,2020,0,19,1,,29,323,32.56582,,,800,-80.15893,LEFT LEG FLAG: 76X BLACK ON LIGHT GREEN; ,Seabrook Island,7,M,RUFA RED KNOT,45,21,13,,4/1/2020,1,4,2020,8,9.83,126204803,,N
,3230801,5,80,2,0,54,3,"color of code corrected per bander email 9/9/13, MR; added duplicate flag code remark per email from 06658 9/9/13, MR",1,US,0,69,1,,,,323,32.54167,"Deveaux Bank, 1 S Seabrook Island, Charleston County South Carolina, United States",229374,801,-80.175,LEG FLAG: V2L BLACK ON LIME;,6658,0,2341,Rufa Red Knot,45,126204871,4/12/2012,12,4,2012,SSW,435.9,2620815,25,,E,E,Enc created from Marker ID#: 202427; ;,0,US,71,12/6/2017,12,2017,0,71,1,,29,262,26.40907,,,815,-81.90072,RIGHT LEG BAND #3: ? MISCELLANEOUS ON SILVER; LEFT LEG FLAG: V2L BLACK ON LIGHT GREEN; ,Coconut,13,M,Red Knot,12,21,13,,11/27/2017,27,11,2017,6,6.42,126204871,,N
,3230801,6,80,2,0,54,3,"color of code corrected per bander email 9/9/13, MR",1,US,0,69,1,,,,323,32.54167,"Deveaux Bank, 1 S Seabrook Island, Charleston County South Carolina, United States",229374,801,-80.175,LEG FLAG: 74X BLACK ON LIME;,6658,0,2341,Rufa Red Knot,45,126204801,4/12/2012,12,4,2012,NNE,3.1,3230800,80,,E,E,Enc created from Marker ID#: 283403;,0,US,19,3/19/2020,3,2020,0,19,1,,29,323,32.58051,,,800,-80.14796,LEFT LEG FLAG: 74X BLACK ON LIGHT GREEN; ,Seabrook Island,7,M,RED KNOT,45,21,13,,3/17/2020,17,3,2020,8,9.75,126204801,,N
,5340674,2,5,3,0,51,3,Species modified per data conversion of 03/06/2015,10,AR,2,69,8,,,,534,-53.75,"Nr Rio Grande, Argentina",232912,674,-67.75,LEG FLAG: U6A BLACK ON ORANGE;,10363,0,2341,Rufa Red Knot,0,131397043,12/6/2010,6,12,2010,N,6158.2,3500754,63,,E,E,Enc created from Marker ID#: 247653; argentina scheme identified federal band number;;;;,0,US,95,8/13/2019,8,2019,0,95,1,,29,350,35.16329,Cape Hatteras National Seashore,,754,-75.82754,LEFT LEG BAND #2: U64 BLACK ON ORANGE; ,Widgen Woods,13,WM,Red Knot,37,22,13,,5/4/2019,4,5,2019,9,8.92,131397043,,N
,3900752,6,21,2,0,82,3,,1,US,0,69,1,1,,,390,39.075,"Beach, flats in Ted Harvey WA, S of Kitts Hummock, Kent County Delaware, United States",61194,752,-75.40833,LEG FLAG: 4N3 BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133223141,5/26/2012,26,5,2012,SSE,10.1,3850751,21,,E,E,Enc created from Marker ID#: 190517; ;,11,US,5,5/22/2017,5,2017,0,5,1,,29,385,38.94622,"DuPont Nature Center, Lighthouse Road",,751,-75.31834,LEFT LEG FLAG: 4N3 BLACK ON LIGHT GREEN; ,Mispillion Light,13,DM,Red Knot,10,21,13,,5/20/2017,20,5,2017,5,6.92,133223141,,N
,3900752,6,21,2,0,82,3,,1,US,0,69,1,1,,,390,39.075,"Beach, flats in Ted Harvey WA, S of Kitts Hummock, Kent County Delaware, United States",61194,752,-75.40833,LEG FLAG: 8P9 BLACK ON LIGHT GREEN;,23332,0,2341,Rufa Red Knot,10,133223170,5/26/2012,26,5,2012,SSW,886.3,2740824,25,,E,E,Enc created from Marker ID#: 95413; ;,0,US,103,5/9/2017,5,2017,0,103,1,,29,274,27.81422,,,824,-82.82111,RIGHT LEG FLAG: 8P9 BLACK ON LIGHT BLUE; ,North Redington Beach,13,M,Red Knot,12,21,13,,2/15/2017,15,2,2017,5,6.67,133223170,,N
,5340674,0,5,2,0,50,3,Species modified per data conversion of 03/06/2015,1,AR,2,19,8,,,,534,-53.75833,"Rio Grande, Rio Grande, Tierra del Fuego, Antartida e Islas del Atlantico Sur, Argentina",83658,674,-67.725,PLASTIC COLOR LEG BAND: C4P BLACK ON ORANGE;,10662,0,2341,Rufa Red Knot,23,982204713,11/8/2007,8,11,2007,N,6433.7,3910750,59,,E,E,Enc created from Marker ID#: 217507; ;,0,US,11,7/23/2018,7,2018,0,11,1,,29,391,39.19897,Egg Island Fish and Wildlife Management Area,,750,-75.1612,RIGHT LEG BAND #1: RED; LEFT LEG BAND #1: C4P BLACK ON ORANGE; ,Fortescue,13,WM,Red Knot,34,21,13,,5/26/2018,26,5,2018,11,10.92,982204713,,N
